"DATAELEZIONE";"CODTIPOELEZIONE";"CIRCOSCRIZIONE";"descrlista";"votiLista";"cognome";"nome";"datanascita";"luogonascita";"sesso";"CODTIPOELETTO"
13/5/2001 00:00:00;"C";"TOSCANA";"PANNELLA-BONINO";50874;"PANNELLA";"GIACINTO DETTO MARCO";"02/05/1930";"TERAMO";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"PANNELLA-BONINO";50874;"CAPEZZONE";"DANIELE";"08/09/1972";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"PANNELLA-BONINO";50874;"BACCHI";"ANTONIO";"02/04/1968";"FIRENZE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"PANNELLA-BONINO";50874;"BULCKAEN";"MASSIMO IGNAZIO";"22/06/1959";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISTI ITALIANI";57222;"DILIBERTO";"OLIVIERO";"13/10/1956";"CAGLIARI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISTI ITALIANI";57222;"MORONI";"ROSANNA";"05/10/1954";"ALTOPASCIO";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISTI ITALIANI";57222;"MARCONCINI";"MASSIMO";"29/04/1966";"EMPOLI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISTI ITALIANI";57222;"ATTURIO";"ALESSANDRA";"24/09/1954";"LIVORNO";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISMO";5244;"LUNGHI";"ORIETTA VED.SALVADORI";"25/06/1946";"PERUGIA";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISMO";5244;"MAZZEI";"LEONARDO";"04/09/1956";"CASTELNUOVO DI GARFAGNANA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISMO";5244;"SCARDIGLI";"SANDRO";"11/05/1965";"FIRENZE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"COMUNISMO";5244;"SODANI";"GIOVANNI ANTONIO";"10/12/1929";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LISTA DI PIETRO";62022;"MURA";"SILVANA";"22/07/1958";"CHIARI (BS)";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LISTA DI PIETRO";62022;"BARDI";"MAURIZIO";"04/07/1951";"PONTREMOLI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LISTA DI PIETRO";62022;"ZAVATARO";"PATRIZIA";"20/02/1946";"FIRENZE";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LISTA DI PIETRO";62022;"BADINI";"DAVID";"07/05/1957";"FIRENZUOLA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"RIFONDAZIONE COMUNISTA";172483;"MANTOVANI";"RAMON";"13/02/1955";"MANRESA (SPAGNA)";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"RIFONDAZIONE COMUNISTA";172483;"DE SIMONE";"CATERINA (DETTA TITTI)";"15/02/1970";"PALERMO";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"RIFONDAZIONE COMUNISTA";172483;"SGHERRI";"MONICA";"01/10/1953";"FIRENZE";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"RIFONDAZIONE COMUNISTA";172483;"PIERFEDERICI";"GRAZIELLA";"05/01/1952";"LIVORNO";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LA MARGHERITA";334875;"CASTAGNETTI";"PIERLUIGI";"09/06/1945";"REGGIO EMILIA";"M";"U"
13/5/2001 00:00:00;"C";"TOSCANA";"LA MARGHERITA";334875;"MANTINI";"PIERLUIGI";"19/02/1956";"L'AQUILA";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"LA MARGHERITA";334875;"CIMMINO";"TANCREDI";"07/05/1945";"SOMMA VESUVIANA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LA MARGHERITA";334875;"CECCARELLI";"ANDREA";"14/03/1956";"FIRENZE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"FORZA ITALIA";540252;"BONAIUTI";"PAOLO";"07/07/1940";"FIRENZE";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"FORZA ITALIA";540252;"TORTOLI";"ROBERTO";"10/05/1943";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"FORZA ITALIA";540252;"VERDINI";"DENIS";"08/05/1951";"FIVIZZANO";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"FORZA ITALIA";540252;"BALDI";"MONICA STEFANIA";"26/04/1959";"PISTOIA";"F";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"LEGA NORD";14232;"MARONI";"ROBERTO ERNESTO";"15/03/1955";"VARESE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LEGA NORD";14232;"SOLDATI";"VINCENZO";"03/08/1950";"LA SPEZIA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LEGA NORD";14232;"GHERARDINI";"VALTER";"22/12/1946";"SAMBUCA PISTOIESE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"LEGA NORD";14232;"GIUNCHI";"GIANNA";"30/10/1946";"PISTOIA";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"ALLEANZA NAZIONALE";324859;"MATTEOLI";"ALTERO";"08/09/1940";"CECINA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"ALLEANZA NAZIONALE";324859;"MIGLIORI";"RICCARDO";"07/03/1952";"FIRENZE";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"ALLEANZA NAZIONALE";324859;"MARTINI";"LUIGI";"15/06/1949";"CAPANNORI";"M";"E"
13/5/2001 00:00:00;"C";"TOSCANA";"ALLEANZA NAZIONALE";324859;"SARTONI";"ALESSANDRO";"29/11/1969";"LUCCA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"NUOVO PSI";24440;"MARTELLI";"CLAUDIO";"24/09/1943";"GESSATE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"NUOVO PSI";24440;"SARTI";"LUIGINO";"05/03/1945";"ANGHIARI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"NUOVO PSI";24440;"BARANI";"LUCIO";"27/05/1953";"AULLA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"NUOVO PSI";24440;"CORTI";"MASSIMO";"29/04/1948";"CASTELNUOVO BERARDENGA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRAZIA EUROPEA";25991;"INI CAROCCI";"GIOVANNA";"24/06/1952";"LASTRA A SIGNA";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRAZIA EUROPEA";25991;"MARTINELLI";"ENZO";"06/05/1937";"CETONA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRAZIA EUROPEA";25991;"VANNUCCHI";"GAETANO";"21/01/1931";"SIENA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"DEMOCRAZIA EUROPEA";25991;"GUARDUCCI";"ROBERTO";"15/01/1966";"FOLLONICA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"CCD-CDU";56445;"TASSONE";"MARIO";"08/08/1943";"CASTROVILLARI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"CCD-CDU";56445;"POLI";"NEDO LORENZO";"15/07/1948";"COREGLIA ANTELMINELLI";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"CCD-CDU";56445;"DELLA PINA";"LUIGI";"07/09/1951";"MASSA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"CCD-CDU";56445;"CARRARESI";"MARCO";"05/06/1958";"FIRENZE";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"ABOLIZIONE SCORPORO";1574;"MICELI PICARDI";"PIERFRANCESCO";"04/10/1958";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"ABOLIZIONE SCORPORO";1574;"SENNECA";"CHIARA MARIA";"18/03/1954";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"IL GIRASOLE";49777;"BOSELLI";"ENRICO";"07/01/1957";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"IL GIRASOLE";49777;"ALLAM";"KHALED FOUAD BOUMEDIENE";"02/09/1955";"TLEMCEN (ALGERIA)";"M";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"IL GIRASOLE";49777;"DE DOMINICIS";"MARIA";"24/04/1952";"FIRENZE";"F";"N"
13/5/2001 00:00:00;"C";"TOSCANA";"IL GIRASOLE";49777;"GIANI";"EUGENIO";"30/06/1959";"EMPOLI";"M";"N"
13/5/2001 00:00:00;"C";"UMBRIA";"RIFONDAZIONE COMUNISTA";44161;"ZUCCHERINI";"STEFANO";"15/07/1953";"PERUGIA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA ITALIA";606049;"BERLUSCONI";"SILVIO";"29/09/1936";"MILANO";"M";"U"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA ITALIA";606049;"MARTUSCIELLO";"ANTONIO";"31/03/1962";"NAPOLI";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FORZA ITALIA";606049;"AZZOLINI";"CLAUDIO";"09/06/1940";"NAPOLI";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"NUOVO PSI";18099;"CRAXI";"VITTORIO MICHELE DETTO BOBO";"06/08/1964";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"NUOVO PSI";18099;"BUCCICO";"TIZIANA";"23/07/1969";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"NUOVO PSI";18099;"ROMANO";"MARINA";"23/08/1952";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"DEMOCRATICI SINISTRA";283903;"RANIERI";"UMBERTO";"24/11/1947";"NAPOLI";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"DEMOCRATICI SINISTRA";283903;"CHIAROMONTE";"FRANCA";"06/01/1957";"NAPOLI";"F";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"DEMOCRATICI SINISTRA";283903;"BORRELLO";"GIOVANNA";"13/02/1947";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"LA MARGHERITA";163272;"DE MITA";"CIRIACO LUIGI";"02/02/1928";"NUSCO";"M";"U"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"LA MARGHERITA";163272;"PISCITELLO";"CALOGERO DETTO RINO";"14/09/1960";"PALERMO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"LA MARGHERITA";163272;"CARRA";"ENZO";"08/08/1943";"ROMA";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"IL GIRASOLE";79818;"PECORARO SCANIO";"ALFONSO";"13/03/1959";"SALERNO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"IL GIRASOLE";79818;"FUMAGALLI";"SERGIO GUIDO";"20/05/1954";"MILANO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"IL GIRASOLE";79818;"BORRELLI";"FRANCESCO EMILIO";"14/08/1973";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"RIFONDAZIONE COMUNISTA";92035;"RUSSO SPENA";"GIOVANNI";"10/11/1945";"ACERRA";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"RIFONDAZIONE COMUNISTA";92035;"SIBILIO";"FRANCA";"10/03/1939";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"RIFONDAZIONE COMUNISTA";92035;"AMISTA'";"VINCENZO";"04/08/1956";"AFRAGOLA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"DEMOCRAZIA EUROPEA";40827;"ZINZI";"DOMENICO";"23/07/1943";"MARCIANISE";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"DEMOCRAZIA EUROPEA";40827;"FERRARA";"GENNARO";"07/08/1937";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"PAESE NUOVO";2426;"MORMILE";"GENNARO";"11/02/1957";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"COMUNISTI ITALIANI";38619;"NESI";"NERIO";"16/06/1925";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"COMUNISTI ITALIANI";38619;"FELEPPA";"DOLORES IN MADARO";"14/05/1937";"CEPPALONI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"COMUNISTI ITALIANI";38619;"AMATO";"PAOLA";"29/04/1973";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"ABOLIZIONE SCORPORO";2324;"MASCI";"FRANCESCA";"15/07/1969";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"ABOLIZIONE SCORPORO";2324;"SENNECA";"CHIARA MARIA";"18/03/1954";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"ALLEANZA NAZIONALE";207124;"FINI";"GIANFRANCO";"03/01/1952";"BOLOGNA";"M";"U"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"ALLEANZA NAZIONALE";207124;"BOCCHINO";"ITALO";"06/07/1967";"NAPOLI";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"ALLEANZA NAZIONALE";207124;"PARLATO";"ANTONIO";"01/07/1939";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FIAMMA TRICOLORE";14157;"BRUNO";"RAFFAELE";"20/10/1956";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FIAMMA TRICOLORE";14157;"TRUPIANO";"VITTORIO";"16/05/1952";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 1";"FIAMMA TRICOLORE";14157;"STELLA";"ROCCO SERAFINO";"29/05/1964";"CARIATI MARINA (CS)";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"PANNELLA-BONINO";26262;"CACCAVALE";"ERNESTO";"22/08/1963";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"PANNELLA-BONINO";26262;"PROVENZA";"MAURIZIO";"28/03/1956";"SALERNO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"PANNELLA-BONINO";26262;"FIMIANI";"BRUNO";"18/07/1957";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"LA MARGHERITA";230608;"MASTELLA";"MARIO CLEMENTE";"05/02/1947";"CEPPALONI";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"LA MARGHERITA";230608;"ABBATE";"MICHELE";"03/07/1934";"AIROLA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"LA MARGHERITA";230608;"GIACHETTI";"ROBERTO";"24/04/1961";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"CCD-CDU";56999;"TASSONE";"MARIO";"08/08/1943";"CASTROVILLARI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"CCD-CDU";56999;"ROTONDI";"GIANFRANCO";"25/07/1960";"AVELLINO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"CCD-CDU";56999;"IANNACCONE";"ARTURO";"12/10/1956";"AVELLINO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FIAMMA TRICOLORE";19150;"DE ROSA";"GIUSEPPE";"20/03/1942";"BOVINO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FIAMMA TRICOLORE";19150;"TRONCO";"CATELLO";"07/12/1949";"CASERTA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FIAMMA TRICOLORE";19150;"GRANOZIO";"RANIERI";"23/08/1957";"BATTIPAGLIA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"ABOLIZIONE SCORPORO";1243;"MASCI";"FRANCESCA";"15/07/1969";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"ABOLIZIONE SCORPORO";1243;"SENNECA";"CHIARA MARIA";"18/03/1954";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRATICI SINISTRA";179601;"CHIAROMONTE";"FRANCA";"06/01/1957";"NAPOLI";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRATICI SINISTRA";179601;"DIANA";"LORENZO";"20/09/1950";"SAN CIPRIANO D'AVERSA";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRATICI SINISTRA";179601;"IZZO";"ANTONIETTA";"08/04/1952";"BENEVENTO";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"MOVIMENTO DELLE LIBERTA'";6754;"DELLA VALLE";"VINCENZO";"12/12/1941";"SANTA MARIA CAPUA VETERE.";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"SOCIAL.AUTON.";6492;"GALLO";"GIUSEPPE";"14/04/1951";"TRENTOLA DUCENTA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"SOCIAL.AUTON.";6492;"CAVUOTO";"GIUSEPPE";"17/10/1965";"BENEVENTO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"NUOVO PSI";19665;"RIZZO";"GENNARO";"20/07/1935";"EBOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"NUOVO PSI";19665;"URBANO";"LORENZO";"13/08/1946";"PUGLIANELLO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"NUOVO PSI";19665;"D'ANGELO";"VINCENZO";"06/11/1930";"CENTOLA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"COMUNISTI ITALIANI";26104;"DE ANGELIS";"GIACOMO";"13/01/1957";"MADDALONI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"COMUNISTI ITALIANI";26104;"VASSALLO";"GERMANA GEMMA";"22/01/1958";"ALTAVILLAIRPINA";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"COMUNISTI ITALIANI";26104;"ANTONINO";"NUNZIO SANTUCCIO";"15/04/1949";"PAGO VEIANO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"IL GIRASOLE";43967;"VILLETTI";"ROBERTO";"24/08/1944";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"IL GIRASOLE";43967;"FRANCESCATO";"GRAZIA CARLA";"23/11/1946";"PARUZZARO";"F";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"IL GIRASOLE";43967;"FERRARA";"MAURIZIO";"13/04/1962";"ANGRI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"RIFONDAZIONE COMUNISTA";63346;"VENDOLA";"NICOLA (DETTO NICHI)";"26/08/1958";"BARI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"RIFONDAZIONE COMUNISTA";63346;"DE SIMONE";"CATERINA (DETTA TITTI)";"15/02/1970";"PALERMO";"F";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"RIFONDAZIONE COMUNISTA";63346;"DI NINNO";"ANTONIO";"02/03/1948";"LACEDONIA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRAZIA EUROPEA";95830;"ZECCHINO";"ORTENSIO";"20/04/1943";"ASMARA (AFRICA)";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRAZIA EUROPEA";95830;"ZINZI";"DOMENICO";"23/07/1943";"MARCIANISE";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"DEMOCRAZIA EUROPEA";95830;"LUBRITTO";"ANTONIO";"22/11/1949";"CASTEL SANGIORGIO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"ALLEANZA NAZIONALE";219054;"VIESPOLI";"PASQUALE";"19/01/1955";"BENEVENTO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"ALLEANZA NAZIONALE";219054;"NESPOLI";"VINCENZO";"12/01/1954";"AFRAGOLA";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"ALLEANZA NAZIONALE";219054;"ROMANO";"GIOVANNI";"25/09/1962";"MERCATO SAN SEVERINO";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"PAESE NUOVO";3075;"MORMILE";"GENNARO";"11/02/1957";"NAPOLI";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"LISTA DI PIETRO";60904;"ALIQUO'";"GIOVANNI";"08/01/1961";"ROMA";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"LIBERI E FORTI";6722;"DE PIERRO";"GIUSEPPE";"16/09/1969";"DORNACH (SVIZZERA)";"M";"N"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FORZA ITALIA";490205;"MARZANO";"ANTONIO";"18/02/1935";"ROMA";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FORZA ITALIA";490205;"COSENTINO";"NICOLA";"02/01/1959";"CASAL DI PRINCIPE";"M";"E"
13/5/2001 00:00:00;"C";"CAMPANIA 2";"FORZA ITALIA";490205;"RUSSO";"PAOLO";"22/01/1960";"MARIGLIANO";"M";"U"
13/5/2001 00:00:00;"C";"PUGLIA";"LEGA D'AZIONE MERIDIONALE";23779;"CITO";"GIANCARLO";"12/08/1945";"TARANTO";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LEGA D'AZIONE MERIDIONALE";23779;"NOBILE";"LOREDANA";"28/04/1964";"TORINO";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LEGA D'AZIONE MERIDIONALE";23779;"SALAMIDA";"ANNACARMEN";"31/10/1973";"GROTTAGLIE(TA)";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"CCD-CDU";96076;"BUTTIGLIONE";"ROCCO";"06/06/1948";"GALLIPOLI";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"CCD-CDU";96076;"COPERTINO";"GIOVANNI";"25/01/1943";"MONOPOLI (BA)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"CCD-CDU";96076;"MELE";"COSIMO";"07/03/1957";"CAROVIGNO(BR)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"CCD-CDU";96076;"SCALABRINI";"LAURA";"05/07/1940";"VEZZANO SUL CROSTOLO (RE)";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LISTA DI PIETRO";124434;"DI PIETRO";"ANTONIO";"02/10/1950";"MONTENERO DI BISACCIA";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LISTA DI PIETRO";124434;"CALO'";"GIORGIO";"26/05/1933";"MONZA (MI)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LISTA DI PIETRO";124434;"DICESARE";"ROSARIA";"14/10/1958";"CERIGNOLA(FG)";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"LISTA DI PIETRO";124434;"BASILE";"RICCARDO";"23/01/1961";"MINERVINOMURGE (BA)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"ABOLIZIONE SCORPORO";1429;"MASCI";"FRANCESCA";"15/07/1969";"ROMA";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"ABOLIZIONE SCORPORO";1429;"GOGGIA";"ESTER";"31/08/1974";"LECCO";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"FORZA ITALIA";734776;"SCAJOLA";"CLAUDIO";"15/01/1948";"IMPERIA";"M";"U"
13/5/2001 00:00:00;"C";"PUGLIA";"FORZA ITALIA";734776;"VICECONTE";"GUIDO WALTER CESARE";"04/04/1949";"FRANCAVILLA IN SINNI (PZ)";"M";"E"
13/5/2001 00:00:00;"C";"PUGLIA";"FORZA ITALIA";734776;"SANZA";"ANGELO";"22/09/1941";"POTENZA";"M";"E"
13/5/2001 00:00:00;"C";"PUGLIA";"FORZA ITALIA";734776;"FRIGERIO";"GIANSTEFANO";"04/12/1939";"CERNUSCO SUL NAVIGLIO  (MI)";"M";"E"
13/5/2001 00:00:00;"C";"PUGLIA";"IL GIRASOLE";58562;"FRANCESCATO";"GRAZIA CARLA";"23/11/1946";"PARUZZARO";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"IL GIRASOLE";58562;"DI LORENZO";"MICHELE";"19/04/1969";"ANDRIA (BA)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"IL GIRASOLE";58562;"PELLEGRINO";"DONATO";"30/01/1948";"SAN DONATO DI LECCE (LE)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"IL GIRASOLE";58562;"BENVENUTO";"ANGELO";"14/06/1955";"FOGGIA";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"DEMOCRATICI SINISTRA";314745;"CALDAROLA";"GIUSEPPE";"09/04/1946";"BARI";"M";"E"
13/5/2001 00:00:00;"C";"PUGLIA";"DEMOCRATICI SINISTRA";314745;"SASSO";"ALBA";"08/03/1946";"BARI";"F";"E"
13/5/2001 00:00:00;"C";"PUGLIA";"DEMOCRATICI SINISTRA";314745;"LA GROTTA";"ROSARIA";"27/08/1962";"GROTTAGLIE(TA)";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"DEMOCRATICI SINISTRA";314745;"CAPOBIANCO";"GIOVANNA";"08/06/1950";"BARI";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"NUOVO PSI";26902;"DE MICHELIS";"GIANNI";"26/11/1940";"VENEZIA";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"NUOVO PSI";26902;"CANDIDO";"ANTONIO";"13/02/1971";"SAN GIOVANNI ROTONDO (FG)";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"NUOVO PSI";26902;"RAGUSA";"ANNA";"20/01/1948";"TARANTO";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"NUOVO PSI";26902;"MANGINI";"GIOVANNI";"25/04/1955";"MONOPOLI";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"COMUNISTI ITALIANI";33158;"NESI";"NERIO";"16/06/1925";"BOLOGNA";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"COMUNISTI ITALIANI";33158;"GIGLIOBIANCO";"GRAZIA VITA GIUSEPPA";"08/10/1946";"CASTELLANETA (TA)";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"COMUNISTI ITALIANI";33158;"CIOCIA";"LEONARDO";"05/10/1959";"BARI";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"COMUNISTI ITALIANI";33158;"STEFANELLI";"FRANCA";"01/10/1950";"LECCE";"F";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"PAESE NUOVO";3099;"GIUNGATO";"ALESSANDRO";"12/08/1938";"TARANTO";"M";"N"
13/5/2001 00:00:00;"C";"PUGLIA";"PANNELLA-BONINO";35069;"TURCO";"MAURIZIO";"18/04/1960";"TARANTO";"M";"N"
